CODDISA;NOMDISA;CODIGO_PRE;ESTABLEC;ALMTIPO_COMPLETO;ESTADO;UE;CODIGO_MED;NOMBRE;TIPO;ESTRATEGIC;FORMA_FARM;INDICADOR;MESANO;STOCK;CONSUMO;CPA;NMESES;DME
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00910;ATROPINA SULFATO 1 mg/mL 1 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;2554;3884;323.666667;12;7.89
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04187;KETAMINA (COMO CLORHIDRATO) 50 mg/mL 10 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;2475;1753;146.083333;12;16.94
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;10221;ALCOHOL ETILICO (ETANOL) 70° 1 L SOLUCION;M;SD;SOLUCION;SOBRESTOCK;202503;2443;206;17.166667;12;142.31
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00725;AMOXICILINA + ACIDO CLAVULANICO (COMO SAL POTASICA) 250 mg + 62.5 mg/5 mL 60 mL SUSPENSION;M;SD;SUSPENSION;SOBRESTOCK;202503;2263;1343;111.916667;12;20.22
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00393;ALPRAZOLAM 500 µg (0.5 mg)  TABLETA;M;SC/SD;TABLETA;NORMOSTOCK;202503;2257;6756;563;12;4.01
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03718;GABAPENTINA 300 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;2247;3309;275.75;12;8.15
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02657;DEXAMETASONA 4 mg  TABLETA;M;SD;TABLETA;NORMOSTOCK;202503;2145;4848;404;12;5.31
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01213;BETAMETASONA (COMO FOSFATO SODICO) 4 mg/mL 1 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;2144;2083;173.583333;12;12.35
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00225;ACIDO TRANEXAMICO 250 mg  TABLETA;M;SC/SD;TABLETA;NORMOSTOCK;202503;2135;4808;400.666667;12;5.33
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00673;AMLODIPINO (COMO BESILATO) 5 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;2092;2254;187.833333;12;11.14
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;26361;BROMURO DE VECURONIO 4 mg  INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;1983;665;55.416667;12;35.78
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03191;ERITROMICINA 500 mg  TABLETA;M;SD;TABLETA;SOBRESTOCK;202503;1979;584;48.666667;12;40.66
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00794;AMOXICILINA 250 mg/5 mL 60 mL SUSPENSION;M;SD;SUSPENSION;SOBRESTOCK;202503;1951;1222;101.833333;12;19.16
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02354;CLOTRIMAZOL 500 mg  OVULO;M;SD;OVULO;SOBRESTOCK;202503;1944;2762;230.166667;12;8.45
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01628;CEFALEXINA 250 mg/5 mL 60 mL SUSPENSION;M;SC/SD;SUSPENSION;SOBRESTOCK;202503;1914;1317;109.75;12;17.44
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05588;PREDNISONA 20 mg  TABLETA;M;SD;TABLETA;SOBRESTOCK;202503;1886;3091;257.583333;12;7.32
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00389;ALOPURINOL 100 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;1844;1515;137.727273;11;13.39
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00900;ATENOLOL 100 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;1742;1346;112.166667;12;15.53
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01800;CILASTATINA + IMIPENEM (COMO SAL SODICA) 500 mg + 500 mg  INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;1728;1077;89.75;12;19.25
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00143;ACICLOVIR 200 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;1695;2217;184.75;12;9.17
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03758;GLIBENCLAMIDA 5 mg  TABLETA;M;SD;TABLETA;NORMOSTOCK;202503;1680;4369;364.083333;12;4.61
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04556;MAGNESIO SULFATO 200 mg/mL 10 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;1620;1448;120.666667;12;13.43
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00627;AMIKACINA (COMO SULFATO) 250 mg/mL 2 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;1575;1215;101.25;12;15.56
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02391;COLCHICINA 500 µg (0.5 mg)  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;1463;1214;101.166667;12;14.46
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01323;BROMOCRIPTINA (COMO MESILATO) 2.5 mg  TABLETA;M;SD;TABLETA;SOBRESTOCK;202503;1458;110;10;11;145.8
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01032;BENCILPENICILINA SODICA 1000000 UI  INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;1444;826;68.833333;12;20.98
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05731;SALBUTAMOL (COMO SULFATO) 100 µg/DOSIS 200 DOSIS AEROSOL;M;SD;AEROSOL;SOBRESTOCK;202503;1427;711;59.25;12;24.08
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02128;CLORFENAMINA MALEATO 10 mg/mL 1 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;1367;2289;190.75;12;7.17
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01657;CEFOTAXIMA (COMO SAL SODICA) 500 mg  INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;1350;1333;111.083333;12;12.15
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;06239;TRAMADOL CLORHIDRATO 50 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;1349;1528;127.333333;12;10.59
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01837;CIPROFLOXACINO (COMO LACTATO) 200 mg 100 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;1279;963;80.25;12;15.94
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03788;DEXTROSA 5 g/100 mL (5 %) 100 mL INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;1252;2689;224.083333;12;5.59
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03921;HIDROCLOROTIAZIDA 25 mg  TABLETA;M;SD;TABLETA;NORMOSTOCK;202503;1206;6149;512.416667;12;2.35
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05626;PROPOFOL 10 mg/mL (1 %) 20 mL INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;1206;2424;202;12;5.97
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03595;FLUCONAZOL 150 mg  TABLETA;M;SD;TABLETA;SOBRESTOCK;202503;1200;1710;142.5;12;8.42
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05166;ORFENADRINA CITRATO 30 mg/mL 2 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;1170;1330;110.833333;12;10.56
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04831;MIDAZOLAM 5 mg 5 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;1091;2097;174.75;12;6.24
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05589;PREDNISONA 5 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;1083;1454;121.166667;12;8.94
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02132;CLORFENAMINA MALEATO 2 mg/5 mL 120 mL JARABE;M;SC/SD;JARABE;SOBRESTOCK;202503;1074;649;54.083333;12;19.86
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05856;SODIO BICARBONATO 8.4 g/100 mL (8.4 %) 20 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;1016;1570;130.833333;12;7.77
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05443;PIPERACILINA + TAZOBACTAM 4 g + 500 mg  INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;1007;1449;120.75;12;8.34
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00990;BACLOFENO 10 mg  TABLETA;M;SC/SD;TABLETA;NORMOSTOCK;202503;928;2932;244.333333;12;3.8
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00223;ACIDO TRANEXAMICO 1 g 10 mL INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;927;2963;246.916667;12;3.75
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00939;AZITROMICINA 200 mg/5 mL 60 mL SUSPENSION;M;SC/SD;SUSPENSION;SOBRESTOCK;202503;910;745;62.083333;12;14.66
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03536;FERROSO SULFATO 25 mg de Fe/mL 30 mL SOLUCION;M;SD;SOLUCION;SOBRESTOCK;202503;884;709;59.083333;12;14.96
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03708;FURAZOLIDONA 100 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;883;386;32.166667;12;27.45
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05106;NITROGLICERINA (GLICEROLTRINITRATO) 5 mg/mL 5 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;869;793;66.083333;12;13.15
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04415;LIDOCAINA CLORHIDRATO 2 g/100 g 10 g GEL;M;SD;GEL;SOBRESTOCK;202503;836;615;51.25;12;16.31
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04752;METOCLOPRAMIDA CLORHIDRATO 10 mg  TABLETA;M;SD;TABLETA;SOBRESTOCK;202503;832;1268;105.666667;12;7.87
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02862;DIGOXINA 250 µg (0.25 mg)  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;820;368;40.888889;9;20.05
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05118;NOREPINEFRINA (COMO ACIDO TARTRATO) 1 mg/mL 4 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;805;1208;100.666667;12;8
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02922;SIMETICONA 80 mg/mL 15 mL SUSPENSION;M;SC/SD;SUSPENSION;NORMOSTOCK;202503;793;2094;174.5;12;4.54
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04900;MORFINA (CLORHIDRATO) 10 mg 1 mL INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;789;1790;149.166667;12;5.29
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03443;FENITOINA SODICA 50mg/mL 2 mL INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;777;3086;257.166667;12;3.02
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05491;PIRIDOXINA CLORHIDRATO 50 mg  TABLETA;M;SD;TABLETA;SOBRESTOCK;202503;765;647;64.7;10;11.82
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03088;ENOXAPARINA SODICA 60 mg/0.6 mL 0.6 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;704;352;35.2;10;20
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05590;PREDNISONA 50 mg  TABLETA;M;SD;TABLETA;SOBRESTOCK;202503;684;882;73.5;12;9.31
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;23438;LIDOCAINA CLORHIDRATO + EPINEFRINA 20 mg + 12.5  µg/mL 1.8 mL INYECTABLE;M;SD;INYECTABLE;NORMOSTOCK;202503;664;1980;165;12;4.02
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00671;AMLODIPINO (COMO BESILATO) 10 mg  TABLETA;M;SD;TABLETA;NORMOSTOCK;202503;620;1375;114.583333;12;5.41
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05103;NITROFURANTOINA 100 mg  TABLETA;M;SC/SD;TABLETA;NORMOSTOCK;202503;620;1586;132.166667;12;4.69
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02724;DEXTROMETORFANO BROMHIDRATO 15 mg/5 mL 120 mL JARABE;M;SC/SD;JARABE;SOBRESTOCK;202503;611;512;42.666667;12;14.32
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04291;LACTULOSA 3.33 g/5 mL 180 mL SOLUCION;M;SD;SOLUCION;NORMOSTOCK;202503;607;1356;113;12;5.37
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;26362;HIDROCORTISONA (COMO SUCCINATO SODICO) 100 mg  INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;604;2854;237.833333;12;2.54
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02319;CLOTRIMAZOL 1 g/100 g (1 %) 20 g CREMA;M;SC/SD;CREMA;SOBRESTOCK;202503;602;808;67.333333;12;8.94
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03591;FLUCONAZOL 2 mg/mL 50 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;589;306;25.5;12;23.1
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05634;PROPRANOLOL CLORHIDRATO 40 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;587;980;89.090909;11;6.59
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;19723;SALBUTAMOL (COMO SULFATO) 5 mg/mL 10 mL SOLUCION;M;SC/SD;SOLUCION;SOBRESTOCK;202503;584;665;55.416667;12;10.54
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;17771;VALPROATO SODICO 250 mg/5 mL 120 mL JARABE;M;SC/SD;JARABE;SOBRESTOCK;202503;580;749;62.416667;12;9.29
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05044;NIMODIPINO 30 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;574;106;26.5;4;21.66
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;19166;GELATINA SUCCINALADA 4 g/100 mL 500 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;571;628;52.333333;12;10.91
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03213;ESCOPOLAMINA N-BUTILBROMURO 20 mg/mL 1 mL INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;567;1425;118.75;12;4.77
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00664;AMIODARONA CLORHIDRATO 200 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;540;218;72.666667;3;7.43
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02754;DIAZEPAM 10 mg  TABLETA;M;SD;TABLETA;SOBRESTOCK;202503;528;356;29.666667;12;17.8
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02654;DEXAMETASONA 500 µg (0.5 mg)  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;500;361;40.111111;9;12.47
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;20036;SALES DE REHIDRATACION ORAL  20.5 g/L POLVO;M;SD;POLVO;SOBRESTOCK;202503;490;402;33.5;12;14.63
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02752;DIAZEPAM 5 mg/mL 2 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;482;353;29.416667;12;16.39
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00670;AMITRIPTILINA CLORHIDRATO 25 mg  TABLETA;M;SD;TABLETA;SOBRESTOCK;202503;476;200;22.222222;9;21.42
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02979;DOBUTAMINA (COMO CLORHIDRATO) 250 mg/20 mL 20 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;473;479;39.916667;12;11.85
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01043;BENZATINA BENCILPENICILINA 1200000 UI  INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;464;311;25.916667;12;17.9
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01378;BUPIVACAINA CLORHIDRATO (SIN PRESERVANTES) 5 mg/mL (0.5 %) 20 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;456;346;28.833333;12;15.82
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;18879;HIPROMELOSA(SOLUCION OFTALMICA) 3 mg/mL 15 mL SOLUCION;M;SC/SD;SOLUCION;SOBRESTOCK;202503;440;409;34.083333;12;12.91
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05009;NEOSTIGMINA METILSULFATO 500 µg/mL 1 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;436;550;45.833333;12;9.51
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02653;DEXAMETASONA 2 mg/5 mL 100 mL ELIXIR;M;SC/SD;ELIXIR;SOBRESTOCK;202503;430;558;46.5;12;9.25
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;06502;WARFARINA SODICA 5 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;426;370;37;10;11.51
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03139;ERGOMETRINA MALEATO 200 µg/mL (0.2 mg/mL) 1 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;413;698;58.166667;12;7.1
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05754;SALBUTAMOL SULFATO 4 mg  TABLETA;M;SC/SD;TABLETA;NORMOSTOCK;202503;400;200;100;2;4
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;26356;ACICLOVIR (COMO SAL SODICA) 250 mg  INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;392;924;77;12;5.09
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03452;FENOBARBITAL SODICO 100 mg/mL 2 mL INYECTABLE;M;SD;INYECTABLE;NORMOSTOCK;202503;364;942;78.5;12;4.64
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01344;BROMURO DE ROCURONIO 10 mg/mL 5 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;362;431;35.916667;12;10.08
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03086;ENOXAPARINA SODICA 40 mg/0.4 mL 0.4 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;357;545;45.416667;12;7.86
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04567;MANITOL 20 g/100 mL (20 %) 500 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;352;80;6.666667;12;52.8
