CODDISA;NOMDISA;CODIGO_PRE;ESTABLEC;ALMTIPO_COMPLETO;ESTADO;UE;CODIGO_MED;NOMBRE;TIPO;ESTRATEGIC;FORMA_FARM;INDICADOR;MESANO;STOCK;CONSUMO;CPA;NMESES;DME
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05586;PREDNISONA 5 mg/5 mL 120 mL JARABE;M;SC/SD;JARABE;SOBRESTOCK;202503;352;354;29.5;12;11.93
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;18511;MIDAZOLAM 50 mg 10 mL INYECTABLE;M;SC/SD;INYECTABLE;SUBSTOCK;202503;342;2763;230.25;12;1.49
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05913;SODIO FOSFATO DIBASICO + SODIO FOSFATO MONOBASICO  (SOLUCION RECTAL) 6 g + 16 g/100 mL 133 mL SOLUCION;M;SC/SD;SOLUCION;SOBRESTOCK;202503;336;520;43.333333;12;7.75
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04922;MUPIROCINA (COMO SAL CALCICA) 2 g/100 g (2 %) 15 g CREMA;M;SC/SD;CREMA;SOBRESTOCK;202503;328;398;33.166667;12;9.89
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01009;BECLOMETASONA DIPROPIONATO 250 µg/DOSIS 200 DOSIS AEROSOL;M;SC/SD;AEROSOL;SOBRESTOCK;202503;313;80;6.666667;12;46.95
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03266;ESTRIOL (CREMA VAGINAL) 100 mg/100 g (0.1 %) 15 g CREMA;M;SC/SD;CREMA;NORMOSTOCK;202503;281;717;59.75;12;4.7
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00823;AMPICILINA + SULBACTAM 1 g + 500 mg 100 mL INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;277;601;66.777778;9;4.15
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05964;SULFADIAZINA DE PLATA 1 g/100 g 50 g CREMA;M;SC/SD;CREMA;SOBRESTOCK;202503;258;301;25.083333;12;10.29
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01205;BETAMETASONA (COMO DIPROPIONATO) 50 mg/100 g (0.05 %) 20 g CREMA;M;SC/SD;CREMA;NORMOSTOCK;202503;247;648;54;12;4.57
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;19347;VALGANCICLOVIR 450 mg  TABLETA;M;SC/SD;TABLETA;SUBSTOCK;202503;242;1548;129;12;1.88
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05063;NISTATINA (GOTAS) 100000 UI/mL 12 mL SUSPENSION;M;SC/SD;SUSPENSION;SOBRESTOCK;202503;240;111;9.25;12;25.95
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;10222;ALCOHOL ETILICO (ETANOL) 70° 120 mL SOLUCION;M;SD;SOLUCION;SOBRESTOCK;202503;230;309;25.75;12;8.93
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;18091;ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO 400 + 400 mg/5 mL 150 mL SUSPENSION;M;SC/SD;SUSPENSION;NORMOSTOCK;202503;228;476;39.666667;12;5.75
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04125;IOPAMIDOL Equiv. 300 mg Iodo/mL 100 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;227;284;23.666667;12;9.59
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;37278;METILPREDNISOLONA 500 mg  INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;219;270;22.5;12;9.73
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04794;METRONIDAZOL 250 mg/5 mL 120 mL SUSPENSION;M;SC/SD;SUSPENSION;SOBRESTOCK;202503;215;117;9.75;12;22.05
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03182;ERITROMICINA 250 mg/5 mL 60 mL SUSPENSION;M;SD;SUSPENSION;SOBRESTOCK;202503;206;85;7.083333;12;29.08
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05986;SULFAMETOXAZOL + TRIMETOPRIMA 200 mg + 40 mg/5 mL 60 mL SUSPENSION;M;SD;SUSPENSION;SOBRESTOCK;202503;201;283;23.583333;12;8.52
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03727;GANCICLOVIR 500 mg  INYECTABLE;M;SD;INYECTABLE;NORMOSTOCK;202503;200;428;38.909091;11;5.14
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03454;FENOBARBITAL 100 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;198;357;29.75;12;6.66
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03979;HIDROXOCOBALAMINA 1 mg/mL 1 mL INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;188;445;37.083333;12;5.07
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02381;CODEINA FOSFATO 30 mg/mL 2 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;185;220;24.444444;9;7.57
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01705;CEFUROXIMA (COMO AXETIL) 250 mg/5 mL 50 mL SUSPENSION;M;SC/SD;SUSPENSION;SOBRESTOCK;202503;174;68;5.666667;12;30.71
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;18048;BENZATINA BENCILPENICILINA CON DILUYENTE 2400000 UI  INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;172;99;8.25;12;20.85
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;19405;LEVETIRACETAM 500 mg  TABLETA;M;SC/SD;TABLETA;SOBRESTOCK;202503;171;69;17.25;4;9.91
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00259;ALBENDAZOL 100 mg/5 mL 20 mL SUSPENSION;M;SD;SUSPENSION;SOBRESTOCK;202503;163;187;15.583333;12;10.46
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01391;CABERGOLINA 500 µg (0.5 mg)  TABLETA;M;SD;TABLETA;NORMOSTOCK;202503;162;432;36;12;4.5
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;20382;SUCCINILCOLINA (CLORURO DE SUXAMETONIO) 500 mg  INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;153;316;26.333333;12;5.81
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01256;BISMUTO SUBSALICILATO 87.33 mg/5 mL 150 mL SUSPENSION;M;SC/SD;SUSPENSION;SOBRESTOCK;202503;152;241;20.083333;12;7.57
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02055;CLORANFENICOL 500 mg  TABLETA;M;SD;TABLETA;SOBRESTOCK;202503;150;250;22.727273;11;6.6
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04385;LEVOTIROXINA SODICA 50 µg (0.05 mg)  TABLETA;M;SD;TABLETA;SOBRESTOCK;202503;150;67;16.75;4;8.96
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04511;LORATADINA 5 mg/5 mL 60 mL JARABE;M;SC/SD;JARABE;NORMOSTOCK;202503;143;404;33.666667;12;4.25
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;06126;TIAMAZOL 5 mg  TABLETA;M;SC/SD;TABLETA;NORMOSTOCK;202503;143;635;63.5;10;2.25
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01012;BECLOMETASONA DIPROPIONATO 50 µg/DOSIS 200 DOSIS AEROSOL;M;SC/SD;AEROSOL;SOBRESTOCK;202503;140;59;4.916667;12;28.47
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04398;LIDOCAINA CLORHIDRATO + EPINEFRINA 20 mg + 10 ug/mL 20 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;133;93;7.75;12;17.16
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01029;BENCILPENICILINA PROCAINICA 1000000 UI  INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;130;170;14.166667;12;9.18
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00663;AMIODARONA CLORHIDRATO 50 mg/mL 3 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;127;203;16.916667;12;7.51
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05916;NITROPRUSIATO SODICO 10 mg/mL 5 mL INYECTABLE;M;SC/SD;INYECTABLE;SINROTACION;202503;127;0;0;0;0
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03519;FERROSO SULFATO 75 mg (Equiv. 15 mg Fe)/5 mL 180 mL JARABE;M;SD;JARABE;SOBRESTOCK;202503;108;23;2.875;8;37.57
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05578;PREDNISOLONA (SUSPENSION OFTALMICA) 10 mg/mL 5 mL SUSPENSION;M;SD;SUSPENSION;NORMOSTOCK;202503;95;255;23.181818;11;4.1
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01973;CLOBETASOL PROPIONATO 50 mg/100 g (0.05 %) 25 g CREMA;M;SC/SD;CREMA;SOBRESTOCK;202503;93;91;7.583333;12;12.26
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;21859;SOLUCION PARA HEMODIALISIS CON BICARBONATO  4 L SOLUCION;M;SC/SD;SOLUCION;SOBRESTOCK;202503;90;46;6.571429;7;13.7
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;22234;ZINC SULFATO 10 mg de Zn/5 mL 100 mL SOLUCION;M;SC/SD;SOLUCION;SOBRESTOCK;202503;90;10;2.5;4;36
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03873;HALOPERIDOL 5 mg/mL 1 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;88;125;11.363636;11;7.74
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03444;FENITOINA SODICA 125 mg/5 mL 120 mL SUSPENSION;M;SC/SD;SUSPENSION;SOBRESTOCK;202503;83;81;7.363636;11;11.27
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03703;FURAZOLIDONA 50 mg/5 mL 120 mL SUSPENSION;M;SC/SD;SUSPENSION;SOBRESTOCK;202503;81;14;2.333333;6;34.71
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03944;HIDROCORTISONA (COMO ACETATO) 1 g/100 g (1 %) 20 g CREMA;M;SC/SD;CREMA;SOBRESTOCK;202503;72;45;4.5;10;16
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;21864;SURFACTANTE PULMONAR DE ORIGEN NATURAL (SUSPENSION INTRATRAQUEAL) 25 mg/mL 8 mL INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;69;191;15.916667;12;4.34
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;21858;SOLUCION PARA HEMODIALISIS ACIDA  5 L SOLUCION;M;SC/SD;SOLUCION;SOBRESTOCK;202503;67;46;6.571429;7;10.2
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;22187;INSULINA ISOFANA HUMANA (NPH) ADN RECOMBINANTE 100 UI/mL 10 mL INYECTABLE;M;SD;INYECTABLE;SOBRESTOCK;202503;67;42;3.5;12;19.14
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01525;CARBAMAZEPINA 100 mg/5 mL 100 mL SUSPENSION;M;SC/SD;SUSPENSION;SOBRESTOCK;202503;64;13;3.25;4;19.69
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01053;BENZOATO DE BENCILO 25 g/100 mL (25 %) 120 mL LOCION;M;SC/SD;LOCION;SOBRESTOCK;202503;63;50;4.166667;12;15.12
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02830;DICLOXACILINA (COMO SAL SODICA) 250 mg/5 mL 60 mL SUSPENSION;M;SD;SUSPENSION;SOBRESTOCK;202503;62;34;3.090909;11;20.06
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;19499;ACETILCISTEINA 100 mg/5 mL 120 mL SOLUCION;M;SC/SD;SOLUCION;SOBRESTOCK;202503;59;41;4.1;10;14.39
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;20622;BROMURO DE IPRATROPIO 20 µg/Dosis 200 DOSIS AEROSOL;M;SC/SD;AEROSOL;NORMOSTOCK;202503;58;203;16.916667;12;3.43
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05096;NITROFURANTOINA 25 mg/5 mL 120 mL SUSPENSION;M;SC/SD;SUSPENSION;SOBRESTOCK;202503;51;17;2.428571;7;21
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;16862;PEROXIDO DE HIDROGENO (AGUA OXIGENADA 10 V) 3 % 1 L SOLUCION;M;SC/SD;SOLUCION;SOBRESTOCK;202503;50;23;3.833333;6;13.04
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;01925;CLARITROMICINA 250 mg/5 mL 60 mL SUSPENSION;M;SC/SD;SUSPENSION;SOBRESTOCK;202503;47;7;1.4;5;33.57
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03878;HALOPERIDOL 2 mg/mL 20 mL SOLUCION;M;SC/SD;SOLUCION;SOBRESTOCK;202503;43;11;2.2;5;19.55
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04905;MORFINA SULFATO 30 mg  TABLETA;M;SC/SD;TABLETA;NORMOSTOCK;202503;41;59;9.833333;6;4.17
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05598;SOLUCION POLIELECTROLITICA  1 L SOLUCION;M;SD;SOLUCION;NORMOSTOCK;202503;37;297;24.75;12;1.49
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03602;FLUMAZENIL 100 µg/mL (0.1 mg/mL) 5 mL INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;34;76;6.333333;12;5.37
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;18336;LABETALOL 5 mg/mL 4 mL INYECTABLE;M;SC/SD;INYECTABLE;SUBSTOCK;202503;31;165;20.625;8;1.5
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02048;CLORANFENICOL PALMITATO 250 mg/5 mL 120 mL SUSPENSION;M;SD;SUSPENSION;SOBRESTOCK;202503;27;1;1;1;27
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04085;INSULINA HUMANA (ADN RECOMBINANTE) 100 UI/mL 10 mL INYECTABLE;M;SD;INYECTABLE;NORMOSTOCK;202503;24;75;6.25;12;3.84
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;05970;SULFAMETOXAZOL + TRIMETOPRIMA 80 mg + 16 mg / mL 5 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;23;7;3.5;2;6.57
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;18092;BEVACIZUMAB 25 mg/mL 16 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;22;9;1.5;6;14.67
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;06234;TRAMADOL CLORHIDRATO 100 mg/mL 10 mL SOLUCION;M;SC/SD;SOLUCION;NORMOSTOCK;202503;18;54;4.909091;11;3.67
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00111;ACICLOVIR (UNGÜENTO OFTALMICO) 3 g/100 g (3 %) 3.5 g UNGÜENTO;M;SC/SD;UNGUENTO;NORMOSTOCK;202503;17;3;3;1;5.67
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03796;DEXTROSA 50 g/100 mL (50 %) 1 L INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;15;173;14.416667;12;1.04
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04058;INMUNOGLOBULINA ANTI D 300 ug 2 mL INYECTABLE;M;SC/SD;INYECTABLE;SOBRESTOCK;202503;15;15;1.875;8;8
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;26358;AMFOTERICINA B (AMBD) 50 mg  INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;14;28;4.666667;6;3
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00234;ADENOSINA 6 mg/2 mL 2 mL INYECTABLE;M;SC/SD;INYECTABLE;NORMOSTOCK;202503;13;13;3.25;4;4
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02794;DICLOFENACO (SOLUCION OFTALMICA) 1 mg/mL 5 mL SOLUCION;M;SC/SD;SOLUCION;NORMOSTOCK;202503;12;46;4.6;10;2.61
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00396;ALPROSTADIL 500 µg/mL 1 mL INYECTABLE;M;SC/SD;INYECTABLE;SUBSTOCK;202503;11;46;5.75;8;1.91
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03107;EPOETINA ALFA (ERITROPOYETINA) 2000 UI/mL 1 mL INYECTABLE;M;SD;INYECTABLE;SUBSTOCK;202503;10;6;6;1;1.67
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02954;DINITRATO DE ISOSORBIDA(SUB LINGUAL) 5 mg  TABLETA;M;SC/SD;TABLETA;SUBSTOCK;202503;6;44;11;4;0.55
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04901;MORFINA (CLORHIDRATO) 20 mg 1 mL INYECTABLE;M;SC/SD;INYECTABLE;SUBSTOCK;202503;6;147;29.4;5;0.2
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03874;HALOPERIDOL (COMO DECANOATO) 50 mg/mL 1 mL INYECTABLE;M;SC/SD;INYECTABLE;SUBSTOCK;202503;3;51;5.1;10;0.59
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;06480;VERAPAMILO CLORHIDRATO 2.5 mg/mL 2 mL INYECTABLE;M;SC/SD;INYECTABLE;SUBSTOCK;202503;3;2;2;1;1.5
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03634;FLUTICASONA PROPIONATO + SALMETEROL (COMO XINAFOATO) 125 µg + 25 µg/DOSIS 120 DOSIS AEROSOL;M;SC/SD;AEROSOL;SUBSTOCK;202503;2;36;3.272727;11;0.61
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04077;INMUNOGLOBULINA HUMANA NORMAL 5 g/100 mL 100 mL INYECTABLE;M;SD;INYECTABLE;SUBSTOCK;202503;2;43;6.142857;7;0.33
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;00662;AMINOFILINA 25 mg/mL 10 mL INYECTABLE;M;SD;INYECTABLE;DESABASTECIDO;202503;0;3;3;1;0
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;02587;DESMOPRESINA ACETATO 10 µg/100 µL 5 mL AEROSOL;M;SC/SD;AEROSOL;DESABASTECIDO;202503;0;2;1;2;0
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03010;DOPAMINA CLORHIDRATO 40 mg/mL 5 mL INYECTABLE;M;SD;INYECTABLE;DESABASTECIDO;202503;0;419;34.916667;12;0
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;03964;HIDROXICLOROQUINA SULFATO 400 mg (Equiv. 310 mg hidroxicloroqui  TABLETA;M;SC/SD;TABLETA;DESABASTECIDO;202503;0;173;28.833333;6;0
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;04333;LANATOSIDO C 200 µg/ mL 2 mL INYECTABLE;M;SC/SD;INYECTABLE;DESABASTECIDO;202503;0;21;4.2;5;0
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;06285;TRIAMCINOLONA ACETONIDO 50 mg/5 mL 5 mL INYECTABLE;M;SC/SD;INYECTABLE;DESABASTECIDO;202503;0;5;1.666667;3;0
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;06519;YODO POVIDONA 10 g/100 mL 120 mL SOLUCION;M;SD;SOLUCION;DESABASTECIDO;202503;0;188;94;2;0
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;16860;PEROXIDO DE HIDROGENO (AGUA OXIGENADA 10 V) 3% 120 mL SOLUCION;M;SC/SD;SOLUCION;DESABASTECIDO;202503;0;9;4.5;2;0
017;JUNIN;06615;HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;HOSPITAL;A;U;24760;ORFENADRINA CITRATO(TABLETA LIBERACION MODIFICADA) 100 mg  TABLETA;M;SC/SD;TABLETA;DESABASTECIDO;202503;0;2561;213.416667;12;0
